sqft_living,sqft_lot,sqft_above,sqft_living15,sqft_lot15
-1.125555952501505,-0.3884297481986259,-0.753565480066106,-1.0354289210961374,-0.3954496211949824
0.7094463041041181,-0.11324079833177639,0.6726933420515618,-0.3267811006797105,-0.024287316405981543
-2.1318931747247767,0.24447518895532902,-1.7529540345838883,1.12650447001147,0.042035752210686964
0.07067410165290171,-0.5239143162187533,-1.0268345994426804,-0.9901874863846913,-0.545850482813953
-0.2927251129070955,0.008139475890473334,0.07351473773728988,-0.13421788621326872,-0.04639350127178212
2.4685357216058956,2.8182010787670047,2.039180856066913,2.8354261394876525,3.164218068766108
-0.24411661644987753,-0.1799585160916391,0.1217875969130025,0.5308745181424241,-0.1640265640169776
-1.3783796282662881,0.211965990101891,-1.0046434311650674,-0.39992809459948897,0.271047218056414
-0.1564196053949572,-0.07887836879268134,-1.0268345994426804,-0.1683382522275153,0.04979596765137692
-0.015060021231947307,-0.2228841117385867,0.3492625770114961,0.7315381472942963,-0.03545332256174219
1.4776253516057418,0.22162688037710954,0.3118033662741989,0.49242763094495323,0.16718107365016724
-1.1658548578522894,-0.3218014392763674,-1.4941588452325254,-1.05830349238748,-0.3214858095479325
-0.6725524675105531,1.0073637369437216,-0.3036899432590407,-0.1683382522275153,0.6009787092882497
-0.7736005883563168,0.20842154857100284,-0.4040403359491569,-0.9678156574715289,0.3324694308085681
-0.1170187680763881,-0.5576799233272801,0.24800784611304696,-0.9901874863846913,-0.5833335443642222
1.0345339844667336,-0.5239143162187533,0.45817294532419006,0.39413782710577105,-0.8204506500262857
-0.015060021231947307,0.620634843035115,0.3492625770114961,0.014774637950585742,0.7227790296345077
-0.40774443917470343,-0.6911092913443283,-0.04071039046202327,-0.47487028480189847,-0.73145293691421
-1.0859343718374799,0.22772093963577925,-0.7142174828410323,-1.7512279642688382,-0.522688456256363
-0.9896994362403296,0.21913447891543708,-0.6186470407897396,-1.1753193789428382,0.15679621274968455
-0.3784592357919466,-0.5283574152672055,-1.4941588452325254,-0.9016670568767997,-0.5507827487901515
1.113122213562189,1.9085415495263875,0.8392453799255066,2.3870617189944854,1.1806238918886247
0.4168279682320358,-0.2677150184483597,0.7781684188827002,0.5336022905333417,-0.13090949593788273
-1.3562439862316407,0.20417619701203263,-0.9826606337411027,-1.321927099402058,0.09052378310331896
0.5967190816204392,-0.23306995732418292,0.9568174003669045,0.4785784417268168,-0.15575299575364668
-0.25099962442287965,-0.5932142140986468,0.11495211548891701,-1.8389011913885558,-0.6206858233314805
0.5967190816204392,-1.210689870977084,0.16908517978858242,-0.202844167259203,-0.9593714400406693
-0.7225351572774827,-1.800278998134363,-0.35332750706367144,-0.034086260250351656,-0.8639746423381751
-0.5286647160980258,-0.2537267984142778,-1.6929212395726014,-0.6505332054674987,-0.27420730231956614
0.7094463041041181,-0.12385344536174729,1.0687662515520724,1.0237520890394087,-0.31616473580660576
0.4681900991484117,-0.7768371476539888,0.8291758989201239,0.9651372187001305,-0.8266190775465866
-1.1056619225749509,-2.0474698887146614,-0.733808816620916,-0.9235577670238593,-1.8335482596375106
0.4783295924399636,-0.5239143162187533,-0.1762489199882368,-0.7735192620350558,-0.545850482813953
-1.3125866541942166,-1.0901909444504496,-0.9393047516416687,-0.5516980095765185,-0.5263167597604961
